Air_Score,Water_Score,Soil_Score,EQS
187.27005942368123,0.5234113674718119,57.19958782835928,50.02944210669047
475.3571532049581,0.49395759814399964,80.54323292999864,33.543761594762934
365.99697090570254,1.8125091610420734,76.01609297901591,60.71270763687967
299.3292420985183,0.4990923996990122,15.389990469377368,28.15704376841693
78.00932022121826,0.543899452257262,14.92494697414739,46.39523025840568
77.99726016810132,1.5187965248359274,26.817436774491334,64.5873980914382
29.04180608409973,0.89947968490108,36.10747263410372,62.00109257701934
433.0880728874676,1.5534211139103624,40.84555814084826,40.9079383199125
300.5575058716044,0.13073231512877048,67.96972168333453,38.30730076220357
354.03628889802275,0.9751423873467686,5.66804321658354,28.00464566333477
10.292247147901223,0.06722720036656527,3.4672704226066386,41.225209360448375
484.95492608099715,0.12530640691070905,39.191056294390904,14.840518905498133
416.22132040021086,1.812874906688822,69.71636921379805,54.81032873245487
106.16955533913807,0.2784907422351903,19.343534295648258,41.48685699509128
90.91248360355031,1.0648413645504342,64.15044812562518,67.94475621766004
91.7022549267169,0.8221912052014131,25.982813794029948,52.79153182209283
152.12112147976887,0.6946866525176854,88.60861088135164,64.83319333378927
262.37821581611894,1.799666691374545,89.56899442666165,72.87544143332715
215.97250932105788,0.043646793550979,29.72872042813265,32.295517286019845
145.61457009902097,1.3275793723511782,22.99937539632405,55.164337596243215
305.92644736118973,1.9267888684271008,41.13039720662313,56.76683639949827
69.74693032602092,1.1203363669236839,24.05315851801487,58.44123863317805
146.07232426760908,1.8736449240661837,67.23838432917036,76.59040321833513
183.18092164684586,0.10451575857204753,82.60646845482856,51.695203183281606
228.03499210851797,0.8375866381483228,67.3092130911217,54.51376413087992
392.5879806965068,0.5203155819241023,82.43504472493495,41.12820869062148
99.83689107917986,1.4616419299614596,39.69921622074742,65.84744252931173
257.1172192068058,1.9625941809944933,15.631697070886085,53.55904429963876
296.2072844310212,0.5130601248884956,73.79509473975922,46.1378475407735
23.22520635999886,1.308349202948149,36.047450514155386,68.58145668966894
303.7724259507192,0.39619526551948026,67.12708252291326,41.77925966360864
